,ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike
834,19889,Single,Female,70000.0,2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54.0,Yes
835,12922,Single,Female,60000.0,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40.0,Yes
836,18891,Married,Female,40000.0,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28.0,No
837,16773,Married,Male,60000.0,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33.0,No
838,19143,Single,Female,80000.0,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41.0,Yes
839,23882,Single,Female,80000.0,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37.0,Yes
840,11233,Married,Male,70000.0,4,Partial College,Professional,Yes,2,10+ Miles,North America,53.0,No
841,12056,Married,Male,120000.0,2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64.0,No
842,15555,Married,Female,60000.0,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45.0,Yes
843,18423,Single,Male,80000.0,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52.0,No
844,22743,Married,Female,40000.0,5,High School,Professional,Yes,2,10+ Miles,North America,60.0,No
845,25343,Single,Female,20000.0,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50.0,No
846,13390,Married,Female,70000.0,4,Partial College,Professional,No,1,1-2 Miles,North America,56.0,No
847,17482,Single,Female,40000.0,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29.0,No
848,13176,Single,Male,130000.0,0,Graduate Degree,Management,No,2,0-1 Miles,North America,38.0,Yes
849,20504,Married,Female,40000.0,5,High School,Professional,No,2,2-5 Miles,North America,60.0,No
850,12205,Single,Female,130000.0,2,Bachelors,Management,No,4,0-1 Miles,North America,67.0,No
851,16751,Married,Male,60000.0,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32.0,Yes
852,21613,Single,Male,50000.0,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39.0,Yes
853,24801,Single,Male,60000.0,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35.0,Yes
854,17519,Married,Female,60000.0,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32.0,No
855,18347,Single,Female,30000.0,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31.0,No
856,29052,Single,Male,40000.0,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27.0,No
857,11745,Married,Female,60000.0,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47.0,Yes
858,19147,Married,Male,40000.0,0,Bachelors,Professional,No,1,0-1 Miles,North America,42.0,No
859,19217,Married,Male,30000.0,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49.0,No
860,15839,Single,Male,30000.0,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32.0,No
861,13714,Married,Female,20000.0,2,High School,Manual,No,2,1-2 Miles,North America,53.0,Yes
862,22330,Married,Male,50000.0,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32.0,Yes
863,18783,Single,Male,80000.0,0,Bachelors,Management,No,1,0-1 Miles,North America,38.0,Yes
864,25041,Single,Male,40000.0,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31.0,No
865,22046,Single,Female,80000.0,0,Bachelors,Management,No,1,0-1 Miles,North America,38.0,Yes
866,28052,Married,Male,60000.0,2,High School,Professional,Yes,2,10+ Miles,North America,55.0,No
868,24955,Single,Male,30000.0,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60.0,Yes
869,26065,Single,Female,110000.0,3,Bachelors,Management,No,4,1-2 Miles,North America,42.0,No
870,13942,Married,Male,60000.0,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46.0,No
871,11219,Married,Male,60000.0,2,High School,Professional,Yes,2,10+ Miles,North America,55.0,No
872,22118,Single,Female,70000.0,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53.0,Yes
873,23197,Married,Male,50000.0,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40.0,No
874,14883,Married,Female,30000.0,1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53.0,Yes
875,27279,Single,Female,70000.0,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38.0,Yes
876,18322,Single,Male,30000.0,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26.0,No
877,15879,Married,Male,70000.0,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61.0,No
878,28278,Married,Male,50000.0,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71.0,No
879,24416,Married,Male,90000.0,4,High School,Professional,Yes,2,1-2 Miles,North America,45.0,No
880,28066,Married,Male,80000.0,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37.0,Yes
881,11275,Married,Female,80000.0,4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72.0,Yes
882,14872,Married,Male,30000.0,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32.0,No
883,16151,Married,Female,60000.0,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48.0,Yes
884,19731,Married,Male,80000.0,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68.0,No
885,23801,Married,Female,20000.0,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49.0,No
886,11807,Married,Male,70000.0,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34.0,No
887,11622,Married,Male,50000.0,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32.0,No
888,26597,Single,Female,60000.0,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42.0,No
889,27074,Married,Female,70000.0,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35.0,Yes
890,19228,Married,Female,40000.0,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48.0,No
891,13415,Single,Male,100000.0,1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73.0,Yes
892,17000,Single,Female,70000.0,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43.0,Yes
893,14569,Married,Male,60000.0,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35.0,No
894,13873,Married,Male,70000.0,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35.0,Yes
895,20401,Married,Female,50000.0,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64.0,Yes
896,21583,Married,Female,50000.0,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34.0,Yes
897,12029,Married,Male,30000.0,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28.0,No
898,18066,Single,Male,70000.0,5,Bachelors,Management,Yes,3,10+ Miles,North America,60.0,Yes
899,28192,Married,Female,70000.0,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46.0,No
900,16122,Married,Male,40000.0,4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44.0,Yes
901,18607,Single,Female,60000.0,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42.0,Yes
902,28858,Single,Male,80000.0,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40.0,No
903,14432,Single,Male,90000.0,4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73.0,No
904,26305,Single,Female,60000.0,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36.0,Yes
905,22050,Single,Male,90000.0,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38.0,Yes
906,25394,Married,Male,60000.0,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34.0,Yes
907,19747,Married,Male,50000.0,4,Bachelors,Management,Yes,2,10+ Miles,North America,63.0,No
909,21695,Married,Male,60000.0,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39.0,Yes
910,13934,Married,Male,40000.0,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46.0,No
911,13337,Married,Female,80000.0,5,Bachelors,Management,Yes,2,5-10 Miles,North America,64.0,No
912,27190,Married,Female,40000.0,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32.0,No
913,28657,Single,Male,60000.0,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36.0,Yes
914,21713,Single,Male,80000.0,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47.0,No
915,21752,Married,Male,60000.0,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,64.0,No
916,27273,Single,Male,70000.0,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35.0,Yes
917,22719,Single,Male,110000.0,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40.0,Yes
918,22042,Married,Female,70000.0,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34.0,Yes
919,21451,Married,Female,40000.0,4,High School,Professional,Yes,2,10+ Miles,North America,61.0,No
920,20754,Married,Male,30000.0,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51.0,No
921,12153,Single,Female,70000.0,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49.0,Yes
922,16895,Married,Female,40000.0,3,Partial College,Professional,No,2,1-2 Miles,North America,54.0,Yes
923,26728,Single,Male,70000.0,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53.0,Yes
924,11090,Single,Male,90000.0,2,Partial College,Professional,Yes,1,2-5 Miles,North America,48.0,Yes
925,15862,Single,Female,50000.0,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33.0,Yes
926,26495,Single,Female,40000.0,2,High School,Professional,Yes,2,10+ Miles,North America,57.0,No
927,11823,Married,Female,70000.0,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39.0,No
928,23449,Married,Male,60000.0,2,High School,Professional,Yes,2,5-10 Miles,North America,48.0,No
929,23459,Married,Male,60000.0,2,High School,Professional,Yes,2,5-10 Miles,North America,50.0,No
930,19543,Married,Male,70000.0,5,Graduate Degree,Professional,No,3,10+ Miles,North America,47.0,No
931,14914,Married,Female,40000.0,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49.0,Yes
932,12033,Single,Female,40000.0,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27.0,Yes
934,14389,Married,Male,60000.0,2,Bachelors,Management,Yes,0,2-5 Miles,North America,59.0,No
935,18050,Married,Female,60000.0,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45.0,Yes
936,19856,Married,Female,60000.0,4,Bachelors,Management,Yes,2,2-5 Miles,North America,60.0,No
937,11663,Married,Male,70000.0,4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36.0,Yes
938,27740,Married,Female,40000.0,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27.0,No
939,23455,Single,Male,80000.0,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50.0,No
940,15292,Single,Female,60000.0,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35.0,No
941,21587,Married,Female,60000.0,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34.0,Yes
942,23513,Married,Female,40000.0,3,Partial College,Professional,Yes,2,5-10 Miles,North America,54.0,No
944,26298,Married,Female,50000.0,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34.0,Yes
945,25419,Single,Male,50000.0,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38.0,Yes
946,13343,Married,Female,90000.0,5,Bachelors,Management,Yes,2,1-2 Miles,North America,63.0,Yes
947,11303,Single,Female,90000.0,4,High School,Professional,No,3,1-2 Miles,North America,45.0,Yes
948,21693,Single,Female,60000.0,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40.0,No
949,28056,Married,Male,70000.0,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,53.0,No
950,11788,Single,Female,70000.0,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34.0,No
952,15319,Married,Female,70000.0,4,Bachelors,Management,No,1,1-2 Miles,North America,59.0,No
953,17654,Single,Female,40000.0,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30.0,Yes
954,14662,Married,Male,60000.0,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48.0,Yes
955,17541,Married,Female,40000.0,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43.0,No
956,13886,Married,Female,70000.0,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35.0,Yes
957,13073,Married,Female,60000.0,0,Partial College,Professional,Yes,2,5-10 Miles,North America,30.0,No
958,21940,Married,Male,90000.0,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47.0,Yes
959,20196,Married,Male,60000.0,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45.0,Yes
961,16651,Married,Female,120000.0,2,Bachelors,Management,Yes,3,5-10 Miles,North America,62.0,No
962,16813,Married,Male,60000.0,2,Partial College,Professional,Yes,2,10+ Miles,North America,55.0,No
963,16007,Married,Female,90000.0,5,Bachelors,Management,Yes,2,1-2 Miles,North America,66.0,Yes
964,27434,Single,Male,70000.0,4,Partial College,Professional,Yes,1,10+ Miles,North America,56.0,No
965,27756,Single,Female,50000.0,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40.0,No
966,23818,Married,Female,50000.0,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33.0,Yes
967,19012,Married,Male,80000.0,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56.0,No
968,18329,Single,Male,30000.0,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27.0,No
969,29037,Married,Male,60000.0,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39.0,No
970,26576,Married,Female,60000.0,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31.0,No
971,12192,Single,Female,60000.0,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51.0,No
972,14887,Married,Female,30000.0,1,High School,Clerical,Yes,1,5-10 Miles,North America,52.0,No
974,17462,Married,Male,70000.0,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53.0,Yes
975,20659,Married,Male,70000.0,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35.0,Yes
976,28004,Married,Female,60000.0,3,Bachelors,Management,Yes,2,10+ Miles,North America,66.0,No
977,19741,Single,Female,80000.0,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65.0,No
978,17450,Married,Male,80000.0,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45.0,No
979,17337,Single,Male,40000.0,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31.0,No
980,18594,Single,Female,80000.0,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40.0,Yes
981,15982,Married,Male,110000.0,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46.0,No
982,28625,Single,Male,40000.0,2,Partial College,Clerical,No,1,1-2 Miles,North America,47.0,Yes
983,11269,Married,Male,130000.0,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41.0,No
984,25148,Married,Male,60000.0,2,High School,Professional,No,2,1-2 Miles,North America,48.0,Yes
985,13920,Single,Female,50000.0,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42.0,No
987,28972,Single,Female,60000.0,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66.0,No
988,22730,Married,Male,70000.0,5,Bachelors,Management,Yes,2,10+ Miles,North America,63.0,No
989,29134,Married,Male,60000.0,4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42.0,No
990,14332,Single,Female,30000.0,0,High School,Skilled Manual,No,2,5-10 Miles,North America,26.0,No
991,19117,Single,Female,60000.0,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36.0,Yes
992,22864,Married,Male,90000.0,2,Partial College,Professional,No,0,5-10 Miles,North America,49.0,Yes
993,11292,Single,Male,150000.0,1,Partial College,Professional,No,3,0-1 Miles,North America,44.0,Yes
994,13466,Married,Male,80000.0,5,Partial College,Professional,Yes,3,1-2 Miles,North America,46.0,No
995,23731,Married,Male,60000.0,2,High School,Professional,Yes,2,2-5 Miles,North America,54.0,Yes
996,28672,Single,Male,70000.0,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35.0,Yes
998,19664,Single,Male,100000.0,3,Bachelors,Management,No,3,1-2 Miles,North America,38.0,No
999,12121,Single,Male,60000.0,3,High School,Professional,Yes,2,10+ Miles,North America,53.0,Yes
